,svspp,cruise6,station,pdsex,pdid,pdlen,pdwgt,sizecat,pdgutw,pdgutv,fhdat,stratum,beglat,beglon,declat,declon,month,day,year,purcode,season,geoarea,pynam,gencat,gensci,analcat,analsci,collcat,collsci,pynum,pyamtw,pyamtv,pdscinam,pdcomnam,location
180841,141,198904,87,2,1,28,NA,M,12.1,11,,3240,3850,7457,38.8333,74.95,9,18,1989,10,FALL,MAB,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,2,12.1,11,CENTROPRISTIS STRIATA,BLACK SEA BASS,
180842,141,198904,87,2,2,25,NA,S,5.5,5,,3240,3850,7457,38.8333,74.95,9,18,1989,10,FALL,MAB,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,1,5.5,5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
180843,141,198904,87,2,3,28,NA,M,4.4,4,,3240,3850,7457,38.8333,74.95,9,18,1989,10,FALL,MAB,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHFIS,OTHER FISH,NA,3.08,2.8,CENTROPRISTIS STRIATA,BLACK SEA BASS,
180844,141,198904,87,2,3,28,NA,M,4.4,4,,3240,3850,7457,38.8333,74.95,9,18,1989,10,FALL,MAB,FISH LARVAE,FISH,FISH,FISLAR,FISH LARVAE,FISLAR,FISH LARVAE,4,1.32,1.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
181508,141,198904,120,2,1,32,NA,M,3.3,3,,3070,4036,7308,40.6,73.1333,9,25,1989,10,FALL,SNE,ANCHOA MITCHILLI,FISH,FISH,ENGFAM,ENGRAULIDAE,ANCMIT,ANCHOA MITCHILLI,5,2.31,2.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
181509,141,198904,120,2,1,32,NA,M,3.3,3,,3070,4036,7308,40.6,73.1333,9,25,1989,10,FALL,SNE,CANCER BOREALIS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,3,0.99,0.9,CENTROPRISTIS STRIATA,BLACK SEA BASS,
181735,141,198904,128,1,2,25,NA,S,5.5,5,,3130,4016,7357,40.2667,73.95,9,25,1989,10,FALL,SNE,BIVALVIA,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,NA,4.95,4.5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
181736,141,198904,128,1,2,25,NA,S,5.5,5,,3130,4016,7357,40.2667,73.95,9,25,1989,10,FALL,SNE,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,1,0.55,0.5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
181737,141,198904,128,2,1,24,NA,S,7.7,7,,3130,4016,7357,40.2667,73.95,9,25,1989,10,FALL,SNE,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,2,7.7,7,CENTROPRISTIS STRIATA,BLACK SEA BASS,
181770,141,198904,129,1,2,20,NA,S,0.11,0.1,,3140,4017,7354,40.2833,73.9,9,25,1989,10,FALL,SNE,GAMMARIDEA,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,NA,0.11,0.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
181771,141,198904,129,1,3,22,NA,S,2.2,2,,3140,4017,7354,40.2833,73.9,9,25,1989,10,FALL,SNE,GAMMARIDEA,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,NA,2.2,2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
181772,141,198904,129,2,1,28,NA,M,3.3,3,,3140,4017,7354,40.2833,73.9,9,25,1989,10,FALL,SNE,GAMMARIDEA,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,NA,3.3,3,CENTROPRISTIS STRIATA,BLACK SEA BASS,
181826,141,198904,131,2,1,31,NA,M,8.8,8,,3170,4005,7357,40.0833,73.95,9,25,1989,10,FALL,MAB,ENGRAULIDAE,FISH,FISH,ENGFAM,ENGRAULIDAE,ENGFAM,ENGRAULIDAE,NA,3.52,3.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
181827,141,198904,131,2,1,31,NA,M,8.8,8,,3170,4005,7357,40.0833,73.95,9,25,1989,10,FALL,MAB,GASTROPODA,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,NA,5.28,4.8,CENTROPRISTIS STRIATA,BLACK SEA BASS,
181828,141,198904,131,2,2,25,NA,S,5.5,5,,3170,4005,7357,40.0833,73.95,9,25,1989,10,FALL,MAB,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,3,5.5,5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
204320,141,199102,10,1,45,22,NA,S,0,0,E,1690,3830,7401,38.5,74.0167,3,7,1991,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,0,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
204666,141,199102,34,2,46,17,NA,S,0.55,0.5,E,1630,3604,7448,36.0667,74.8,3,9,1991,10,SPRING,MAB,PANDALIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,PANFAM,PANDALIDAE,2,0.55,0.5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
204667,141,199102,34,2,47,18,NA,S,0.66,0.6,E,1630,3604,7448,36.0667,74.8,3,9,1991,10,SPRING,MAB,PANDALIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,PANFAM,PANDALIDAE,2,0.66,0.6,CENTROPRISTIS STRIATA,BLACK SEA BASS,
204668,141,199102,34,2,48,16,NA,S,1.32,1.2,E,1630,3604,7448,36.0667,74.8,3,9,1991,10,SPRING,MAB,PANDALIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,PANFAM,PANDALIDAE,3,1.32,1.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
204669,141,199102,34,2,49,17,NA,S,0.55,0.5,E,1630,3604,7448,36.0667,74.8,3,9,1991,10,SPRING,MAB,PANDALIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,PANFAM,PANDALIDAE,1,0.55,0.5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
204897,141,199102,60,2,52,21,NA,S,0,0,E,3410,3603,7535,36.05,75.5833,3,12,1991,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,0,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
206801,141,199102,105,1,50,20,NA,S,0,0,E,1740,3920,7305,39.3333,73.0833,3,18,1991,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,0,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
206898,141,199102,110,1,51,27,NA,M,0,0,E,1010,3950,7248,39.8333,72.8,3,18,1991,10,SPRING,SNE,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,0,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
216170,141,199105,57,2,1,16,NA,S,0.22,0.2,E,1650,3643,7526,36.7167,75.4333,9,15,1991,10,FALL,MAB,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,NA,0.22,0.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
216171,141,199105,57,2,2,15,NA,S,2.2,2,E,1650,3643,7526,36.7167,75.4333,9,15,1991,10,FALL,MAB,CEPHALOPODA,MOLLUS,MOLLUSCA,CEPHAL,CEPHALOPODA,CEPHAL,CEPHALOPODA,1,1.32,1.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
216172,141,199105,57,2,2,15,NA,S,2.2,2,E,1650,3643,7526,36.7167,75.4333,9,15,1991,10,FALL,MAB,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,NA,0.88,0.8,CENTROPRISTIS STRIATA,BLACK SEA BASS,
216173,141,199105,57,2,3,13,NA,S,0.11,0.1,E,1650,3643,7526,36.7167,75.4333,9,15,1991,10,FALL,MAB,CRUSTACEA SHRIMP,ARTHRO,ARTHROPODA,CRUSTA,CRUSTACEA,CRUSHR,CRUSTACEAN SHRIMP,NA,0.11,0.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
216174,141,199105,57,2,4,14,NA,S,3.3,3,E,1650,3643,7526,36.7167,75.4333,9,15,1991,10,FALL,MAB,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,NA,3.3,3,CENTROPRISTIS STRIATA,BLACK SEA BASS,
216175,141,199105,57,2,5,12,NA,S,3.3,3,E,1650,3643,7526,36.7167,75.4333,9,15,1991,10,FALL,MAB,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,NA,3.3,3,CENTROPRISTIS STRIATA,BLACK SEA BASS,
216176,141,199105,57,2,6,9,NA,S,0,0,E,1650,3643,7526,36.7167,75.4333,9,15,1991,10,FALL,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
216177,141,199105,57,2,7,11,NA,S,0,0,E,1650,3643,7526,36.7167,75.4333,9,15,1991,10,FALL,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
239945,141,199206,20,0,1,17,85,S,0.11,0.1,E,3380,3658,7538,36.9667,75.6333,9,11,1992,10,FALL,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.11,0.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
239946,141,199206,20,0,2,16,60,S,0,0,E,3380,3658,7538,36.9667,75.6333,9,11,1992,10,FALL,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,0,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
239947,141,199206,20,0,3,18,81,S,0,0,E,3380,3658,7538,36.9667,75.6333,9,11,1992,10,FALL,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,0,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
239948,141,199206,20,0,4,20,122,S,0,0,E,3380,3658,7538,36.9667,75.6333,9,11,1992,10,FALL,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,0,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
239977,141,199206,22,0,1,20,126,S,0.11,0.1,E,1660,3655,7442,36.9167,74.7,9,12,1992,10,FALL,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.11,0.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
242000,141,199206,145,0,1,17,68,S,0.22,0.2,E,1730,3857,7412,38.95,74.2,9,28,1992,10,FALL,MAB,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,NA,0.22,0.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
242291,141,199206,157,0,1,24,188,S,0,0,E,3190,3915,7426,39.25,74.4333,9,29,1992,10,FALL,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,0,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
242292,141,199206,157,0,2,22,186,S,4.4,4,E,3190,3915,7426,39.25,74.4333,9,29,1992,10,FALL,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,1.32,1.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
242293,141,199206,157,0,2,22,186,S,4.4,4,E,3190,3915,7426,39.25,74.4333,9,29,1992,10,FALL,MAB,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,NA,3.08,2.8,CENTROPRISTIS STRIATA,BLACK SEA BASS,
242392,141,199206,159,0,1,21,134,S,4.4,4,E,3190,3922,7416,39.3667,74.2667,9,30,1992,10,FALL,MAB,BIVALVIA,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,NA,4.4,4,CENTROPRISTIS STRIATA,BLACK SEA BASS,
345220,141,199602,9,2,1,32,403,M,5.5,5,E,1700,3807,7410,38.1167,74.1667,3,7,1996,10,SPRING,MAB,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,3,5.5,5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
345221,141,199602,9,2,2,27,252,M,0,0,E,1700,3807,7410,38.1167,74.1667,3,7,1996,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
416143,141,199804,306,1,2,29,330,M,2.2,2,E,3580,4149,7014,41.8167,70.2333,11,2,1998,10,FALL,GoM,CANCER BOREALIS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,NA,1.1,1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
416144,141,199804,306,1,2,29,330,M,2.2,2,E,3580,4149,7014,41.8167,70.2333,11,2,1998,10,FALL,GoM,PANDALIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,PANFAM,PANDALIDAE,NA,1.1,1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
416145,141,199804,306,2,1,28,350,M,3.3,3,E,3580,4149,7014,41.8167,70.2333,11,2,1998,10,FALL,GoM,PANDALIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,PANFAM,PANDALIDAE,NA,3.3,3,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426005,141,199902,2,2,1,20,122,S,0.11,0.1,E,1020,3915.88,7244.93,39.2647,72.7488,3,2,1999,10,SPRING,SNE,GAMMARIDEA,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,NA,0.11,0.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426044,141,199902,3,2,1,22,163,S,3.3,3,E,1740,3915.65,7252.38,39.2608,72.873,3,2,1999,10,SPRING,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.17,0.15,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426045,141,199902,3,2,1,22,163,S,3.3,3,E,1740,3915.65,7252.38,39.2608,72.873,3,2,1999,10,SPRING,MAB,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,3,3.14,2.85,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426129,141,199902,6,2,2,24,196,S,0,0,E,1740,3855.76,7309.53,38.9293,73.1588,3,3,1999,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426153,141,199902,7,1,1,26,254,M,0.44,0.4,E,1740,3841.13,7322.14,38.6855,73.369,3,3,1999,10,SPRING,MAB,NEMATODA,WORMS,WORMS,NEMATO,NEMATODA,NEMATO,NEMATODA,NA,0.44,0.4,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426216,141,199902,12,2,1,34,615,M,0,0,E,1700,3808.29,7408.3,38.1382,74.1383,3,3,1999,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426217,141,199902,12,2,2,27,285,M,2.2,2,E,1700,3808.29,7408.3,38.1382,74.1383,3,3,1999,10,SPRING,MAB,APHRODITA HASTATA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,APHFAM,APHRODITIDAE,1,1.32,1.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426218,141,199902,12,2,2,27,285,M,2.2,2,E,1700,3808.29,7408.3,38.1382,74.1383,3,3,1999,10,SPRING,MAB,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,1,0.88,0.8,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426489,141,199902,26,2,1,19,95,S,1.1,1,E,1700,3746.23,7434.83,37.7705,74.5805,3,5,1999,10,SPRING,MAB,PAGUROIDEA,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,1,1.1,1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426559,141,199902,29,2,2,27,275,M,5.5,5,E,1660,3721.18,7432.71,37.353,74.5452,3,6,1999,10,SPRING,MAB,NATICIDAE,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,NA,5.5,5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426560,141,199902,29,2,4,20,117,S,0.55,0.5,E,1660,3721.18,7432.71,37.353,74.5452,3,6,1999,10,SPRING,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.55,0.5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426579,141,199902,30,2,1,24,186,S,0,0,E,1670,3714.51,7433.09,37.2418,74.5515,3,6,1999,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426596,141,199902,32,2,1,31,372,M,0,0,E,1670,3651.1,7439.59,36.8517,74.6598,3,6,1999,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426676,141,199902,36,1,1,36,750,M,16.5,15,E,1610,3611.35,7506.05,36.1892,75.1008,3,6,1999,10,SPRING,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,3.3,3,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426677,141,199902,36,1,1,36,750,M,16.5,15,E,1610,3611.35,7506.05,36.1892,75.1008,3,6,1999,10,SPRING,MAB,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,NA,3.3,3,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426678,141,199902,36,1,1,36,750,M,16.5,15,E,1610,3611.35,7506.05,36.1892,75.1008,3,6,1999,10,SPRING,MAB,GADIDAE,FISH,FISH,GADFAM,GADIDAE,GADFAM,GADIDAE,NA,9.9,9,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426680,141,199902,36,1,16,19,94,S,0.11,0.1,E,1610,3611.35,7506.05,36.1892,75.1008,3,6,1999,10,SPRING,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.11,0.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426681,141,199902,36,2,3,35,647,M,7.7,7,E,1610,3611.35,7506.05,36.1892,75.1008,3,6,1999,10,SPRING,MAB,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHFIS,OTHER FISH,NA,7.7,7,CENTROPRISTIS STRIATA,BLACK SEA BASS,
426682,141,199902,36,2,5,25,244,S,0,0,E,1610,3611.35,7506.05,36.1892,75.1008,3,6,1999,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
427599,141,199902,110,1,2,28,376,M,1.1,1,E,1020,3941.07,7245.01,39.6845,72.7502,3,21,1999,10,SPRING,SNE,APHRODITA HASTATA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,APHFAM,APHRODITIDAE,NA,1.1,1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
427600,141,199902,110,2,1,32,432,M,1.1,1,E,1020,3941.07,7245.01,39.6845,72.7502,3,21,1999,10,SPRING,SNE,BIVALVIA,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,NA,1.1,1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
428547,141,199902,143,1,1,39,780,M,0,0,E,1060,4003.46,7135.55,40.0577,71.5925,3,24,1999,10,SPRING,SNE,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
428548,141,199902,143,2,2,32,420,M,0,0,E,1060,4003.46,7135.55,40.0577,71.5925,3,24,1999,10,SPRING,SNE,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
441386,141,199908,12,2,1,26,263,M,0,0,E,1690,3801.86,7420.16,38.031,74.336,9,22,1999,10,FALL,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
441434,141,199908,15,2,1,19,103,S,0,0,E,1700,3751.31,7426.68,37.8552,74.4447,9,22,1999,10,FALL,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
441457,141,199908,16,2,1,18,97,S,0,0,E,1690,3746.68,7439.76,37.778,74.6627,9,22,1999,10,FALL,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
441474,141,199908,17,2,1,27,274,M,1.65,1.5,E,1650,3744.08,7442.76,37.7347,74.7127,9,22,1999,10,FALL,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.99,0.9,CENTROPRISTIS STRIATA,BLACK SEA BASS,
441475,141,199908,17,2,1,27,274,M,1.65,1.5,E,1650,3744.08,7442.76,37.7347,74.7127,9,22,1999,10,FALL,MAB,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,1,0.66,0.6,CENTROPRISTIS STRIATA,BLACK SEA BASS,
441585,141,199908,22,2,1,26,247,M,0,0,E,1670,3706.6,7443.15,37.11,74.7192,9,23,1999,10,FALL,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
441586,141,199908,22,2,2,31,400,M,0,0,E,1670,3706.6,7443.15,37.11,74.7192,9,23,1999,10,FALL,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
441593,141,199908,24,1,1,23,162,S,0,0,E,1660,3646.19,7445.88,36.7698,74.7647,9,23,1999,10,FALL,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
441645,141,199908,30,2,1,18,70,S,0.22,0.2,E,1620,3558.75,7451.6,35.9792,74.86,9,23,1999,10,FALL,MAB,GAMMARIDEA,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,NA,0.22,0.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
441795,141,199908,47,2,1,32,427,M,1.65,1.5,E,3410,3621.38,7540.63,36.3563,75.6772,9,25,1999,10,FALL,MAB,ENGRAULIDAE,FISH,FISH,ENGFAM,ENGRAULIDAE,ENGFAM,ENGRAULIDAE,NA,1.65,1.5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
441855,141,199908,52,0,1,21,148,S,3.3,3,E,1650,3640.87,7538.68,36.6812,75.6447,9,26,1999,10,FALL,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,3.3,3,CENTROPRISTIS STRIATA,BLACK SEA BASS,
441925,141,199908,59,1,1,36,675,M,18.7,17,E,3350,3718.38,7530.92,37.3063,75.5153,9,26,1999,10,FALL,MAB,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,5,18.7,17,CENTROPRISTIS STRIATA,BLACK SEA BASS,
441926,141,199908,59,1,2,35,530,M,7.15,6.5,E,3350,3718.38,7530.92,37.3063,75.5153,9,26,1999,10,FALL,MAB,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,4,7.15,6.5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
442107,141,199908,71,2,1,20,105,S,0.11,0.1,E,3290,3806.46,7455.83,38.1077,74.9305,9,27,1999,10,FALL,MAB,PAGUROIDEA,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,1,0.11,0.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
442151,141,199908,73,2,1,28,266,M,7.7,7,E,3290,3813.54,7455.03,38.2257,74.9172,9,28,1999,10,FALL,MAB,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,2,7.7,7,CENTROPRISTIS STRIATA,BLACK SEA BASS,
442336,141,199908,82,1,1,18,99,S,2.2,2,E,3250,3850.17,7449.24,38.8362,74.8207,9,28,1999,10,FALL,MAB,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHFIS,OTHER FISH,NA,2.2,2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
442360,141,199908,83,2,1,19,111,S,0,0,E,3220,3858.68,7444.24,38.978,74.7373,9,28,1999,10,FALL,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
442409,141,199908,85,0,4,15,55,S,0,0,E,1690,3851.32,7432.7,38.8553,74.545,9,29,1999,10,FALL,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
442410,141,199908,85,2,1,21,152,S,0,0,E,1690,3851.32,7432.7,38.8553,74.545,9,29,1999,10,FALL,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
442411,141,199908,85,2,2,17,87,S,2.2,2,E,1690,3851.32,7432.7,38.8553,74.545,9,29,1999,10,FALL,MAB,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,3,2.2,2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
442435,141,199908,86,2,1,23,185,S,1.1,1,E,1690,3853.73,7419.17,38.8955,74.3195,9,29,1999,10,FALL,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,1.1,1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
